@relation training_10.arff

@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute EQUAL numeric
@attribute FIELDS numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute IF numeric
@attribute LOCALS numeric
@attribute NEW numeric
@attribute GOTO numeric
@attribute FIELDS_WRITTEN numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}

@data
5,1,0,1,0,3,0,6,0,0,0,1,?
4,2,0,0,0,1,0,4,0,0,0,1,?
4,2,0,0,0,1,0,4,0,0,0,1,?
23,4,0,14,0,15,0,25,3,0,14,17,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,2,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
6,0,0,2,0,4,0,9,0,0,1,3,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
5,1,0,1,0,3,0,6,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
11,1,0,4,0,5,1,17,0,2,1,7,?
10,1,0,4,0,5,1,17,0,1,1,7,?
5,0,0,2,0,3,0,9,0,0,0,3,?
3,0,0,1,0,2,0,4,0,0,0,1,?
5,1,0,1,0,3,0,6,0,0,0,1,?
5,1,0,1,0,3,0,6,0,0,0,1,?
4,1,0,1,0,2,0,6,0,0,0,2,?
7,3,0,0,0,1,1,11,0,1,0,4,?
14,7,0,0,0,1,2,23,1,2,0,9,?
14,7,0,0,0,1,2,23,1,2,0,9,?
9,2,2,0,0,2,2,10,0,3,0,3,?
8,2,2,0,0,2,2,10,0,2,0,3,?
15,9,2,0,0,2,2,24,1,2,0,9,?
7,2,2,0,0,2,2,8,0,2,0,2,?
10,3,1,0,0,1,1,18,0,1,0,7,?
4,1,1,0,0,1,1,4,0,1,0,1,?
4,1,1,0,0,1,1,4,0,1,0,1,?
12,5,2,1,0,2,3,18,0,3,0,7,?
19,8,3,1,0,2,5,28,0,6,0,11,?
15,6,3,1,0,2,4,21,0,5,0,8,?
8,3,2,1,0,2,2,11,0,2,0,4,?
45,27,5,3,0,5,5,78,3,7,0,30,?
27,13,4,3,0,5,4,43,2,5,0,16,?
34,19,4,3,0,5,4,59,2,5,0,23,?
16,5,3,3,0,5,3,24,1,3,0,9,?
30,17,3,2,0,4,3,52,2,4,0,20,?
12,3,2,2,0,4,2,17,1,2,0,6,?
5,1,0,2,0,3,0,4,0,0,2,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
2,0,0,0,0,1,0,1,0,0,0,0,?
19,4,0,2,0,3,2,26,1,3,1,11,?
10,2,0,1,0,2,1,10,1,1,1,5,?
4,1,0,1,0,2,0,6,0,0,0,2,?
9,2,1,1,0,3,1,15,0,1,0,5,?
7,1,1,1,0,3,1,10,0,1,0,3,?
19,11,0,0,0,1,2,29,1,3,0,11,?
7,3,0,0,0,1,1,8,0,1,0,3,?
3,1,0,0,0,1,0,1,0,0,0,0,?
17,10,0,1,0,1,1,23,2,1,1,11,?
12,5,0,0,0,0,1,14,1,2,0,6,?
11,6,0,1,0,2,0,15,1,0,1,7,?
2,0,0,1,0,1,0,0,0,0,1,1,?
7,1,0,2,0,5,0,8,0,0,2,2,?
12,3,0,2,0,6,0,22,0,0,0,7,?
5,1,0,1,0,2,0,5,1,0,1,2,?
11,6,0,1,0,3,0,18,1,0,0,7,?
16,2,0,1,0,4,2,27,0,4,0,9,?
7,0,0,0,0,2,1,8,0,2,0,2,?
5,2,0,0,0,1,0,6,0,0,0,2,?
23,1,0,0,0,7,2,44,1,3,0,15,?
11,1,0,0,0,3,1,17,1,1,0,5,?
32,12,2,0,0,2,4,49,4,5,0,17,?
29,11,1,0,0,2,3,44,4,4,0,15,?
21,7,1,0,0,2,2,29,4,2,0,11,?
18,6,0,0,0,2,1,24,4,1,0,9,?
20,9,0,1,0,4,2,31,1,3,0,11,?
6,1,0,0,0,2,1,6,0,1,0,1,?
38,13,0,19,0,22,0,64,1,1,6,25,?
6,2,0,0,0,1,0,6,0,1,0,2,?
5,2,0,0,0,1,0,6,0,0,0,2,?
8,3,0,1,0,3,0,13,1,0,0,4,?
7,2,0,1,0,3,0,11,1,0,0,3,?
18,9,0,1,0,4,1,28,2,2,0,10,?
16,8,0,1,0,4,1,26,2,1,0,9,?
12,5,0,0,0,3,0,17,1,1,0,4,?
4,1,0,0,0,1,0,5,0,0,0,1,?
6,2,0,0,0,1,1,5,0,2,0,1,?
15,4,0,0,0,2,3,22,0,4,0,7,?
9,3,0,0,0,1,2,12,0,2,0,4,?
15,6,0,5,0,6,0,23,2,0,3,10,?
11,2,0,2,0,4,1,16,0,2,0,6,?
10,2,0,2,0,4,1,16,0,1,0,6,?
3,1,0,0,0,0,0,3,1,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
7,1,0,2,0,5,0,9,0,0,2,2,?
4,1,0,0,0,1,0,5,1,0,0,1,?
4,1,0,1,0,2,0,3,0,0,1,1,?
3,1,0,0,0,0,0,3,1,0,0,1,?
9,0,0,2,0,4,1,12,0,2,0,4,?
8,0,0,2,0,4,1,12,0,1,0,4,?
5,1,0,1,0,3,0,6,0,0,0,1,?
15,7,1,2,0,3,1,21,1,2,0,9,?
8,1,1,2,0,3,1,9,0,2,0,4,?
6,2,0,0,1,1,0,10,1,0,0,3,?
7,2,0,2,0,3,0,7,0,1,0,2,?
5,1,0,0,1,1,0,7,1,0,0,2,?
24,12,1,1,0,8,1,37,2,1,0,15,?
16,5,1,1,0,8,1,23,1,1,0,9,?
4,2,0,0,0,1,0,3,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
68,31,1,7,0,20,4,120,6,6,0,46,?
71,39,1,7,0,15,4,119,7,5,0,47,?
66,29,1,7,0,20,4,117,6,6,0,45,?
69,37,1,7,0,15,4,116,7,5,0,46,?
8,1,0,0,0,2,1,9,1,1,0,3,?
4,0,0,1,0,3,0,5,0,0,0,2,?
6,2,0,1,0,3,0,9,0,0,0,4,?
10,3,1,2,0,5,1,15,0,1,0,7,?
7,2,1,1,0,3,1,9,0,1,0,4,?
10,3,1,2,0,5,1,15,0,1,0,7,?
7,2,1,1,0,3,1,9,0,1,0,4,?
10,3,1,2,0,5,1,15,0,1,0,7,?
7,2,1,1,0,3,1,9,0,1,0,4,?
23,1,0,3,0,19,0,22,2,0,3,22,?
3,1,0,0,0,1,0,2,0,0,0,0,?
9,4,0,4,0,4,0,8,0,0,0,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
7,2,0,2,0,3,0,7,1,0,2,3,?
4,0,0,1,0,3,0,4,0,0,1,1,?
4,1,0,1,0,2,0,4,0,0,0,1,?
4,1,0,1,0,2,0,3,0,0,0,1,?
8,3,0,3,0,3,0,7,1,0,1,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
4,1,0,0,0,2,0,4,0,0,0,0,?
4,1,0,0,0,2,0,4,0,0,0,0,?
4,1,0,0,0,2,0,4,0,0,0,0,?
6,0,0,0,0,5,0,5,0,0,0,0,?
20,15,0,1,0,3,0,37,1,0,0,15,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,1,0,3,0,5,0,0,1,1,?
6,2,0,0,0,1,0,7,1,0,0,2,?
11,0,0,0,0,4,0,20,0,0,0,6,?
48,8,0,0,0,9,5,96,4,7,0,31,?
42,8,0,0,0,8,4,83,4,5,0,27,?
47,8,0,0,0,9,5,95,4,7,0,30,?
41,8,0,0,0,8,4,82,4,5,0,26,?
30,8,0,0,0,6,1,60,4,1,0,19,?
10,2,0,2,0,3,0,14,1,0,0,6,?
7,2,2,2,0,2,2,6,0,2,0,3,?
9,3,2,3,0,3,2,8,0,2,0,4,?
5,0,2,2,0,2,2,4,0,2,0,2,?
7,1,2,3,0,3,2,6,0,2,0,3,?
5,1,0,2,0,3,0,4,0,0,2,2,?
4,1,0,1,0,2,0,5,0,0,1,2,?
4,0,0,1,0,2,1,4,0,1,0,1,?
10,2,2,3,0,4,3,10,0,3,0,4,?
12,3,2,4,0,5,3,12,0,3,0,5,?
8,0,2,3,0,4,3,8,0,3,0,3,?
10,1,2,4,0,5,3,10,0,3,0,4,?
4,0,0,1,0,2,1,4,0,1,0,1,?
10,2,2,3,0,4,3,10,0,3,0,4,?
15,4,2,6,0,7,3,17,0,3,1,8,?
8,0,2,3,0,4,3,8,0,3,0,3,?
13,2,2,6,0,7,3,15,0,3,1,7,?
3,0,0,0,0,2,0,2,0,0,0,0,?
5,0,0,4,0,4,0,0,0,0,4,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
12,1,0,5,0,7,0,18,0,0,4,8,?
3,0,0,1,0,2,0,3,0,0,0,1,?
4,0,0,1,0,2,0,6,0,0,0,2,?
4,0,0,1,0,2,0,6,0,0,0,2,?
5,0,0,3,0,3,0,4,0,0,2,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,0,0,3,0,6,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
5,2,0,1,0,2,0,8,0,0,0,3,?
3,1,0,0,0,1,0,2,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
3,1,0,1,0,1,0,1,0,0,0,1,?
4,1,0,1,0,1,0,3,1,0,1,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
19,6,0,3,0,4,2,23,3,3,2,9,?
12,4,0,2,0,3,1,14,2,1,2,6,?
3,1,0,0,0,0,0,3,1,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
7,0,1,2,0,4,1,10,0,1,0,3,?
11,1,1,4,0,6,1,20,0,1,0,7,?
5,1,0,0,0,3,0,6,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
9,3,0,1,0,4,0,14,0,0,0,4,?
11,6,0,0,1,1,0,19,2,0,0,7,?
9,3,0,1,0,4,0,14,0,0,0,4,?
11,6,0,0,1,1,0,19,2,0,0,7,?
32,22,1,0,0,3,1,59,2,2,0,22,?
31,22,1,0,0,3,1,59,2,1,0,22,?
51,26,1,0,0,3,3,98,3,5,0,37,?
48,25,1,0,0,3,3,93,3,4,0,35,?
37,21,0,0,0,3,1,65,3,1,0,28,?
12,5,0,5,0,6,0,16,0,0,0,5,?
15,9,0,4,0,4,0,18,0,1,2,10,?
10,5,0,0,1,1,0,16,2,0,0,6,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,1,0,3,0,5,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
9,3,0,2,0,3,0,15,1,0,0,5,?
8,0,0,3,0,6,0,13,0,0,1,5,?
15,0,0,3,0,8,2,24,0,3,1,8,?
6,0,0,0,0,3,1,6,0,1,0,1,?
4,1,0,1,0,2,0,3,0,0,1,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
8,0,0,2,0,4,0,13,0,0,1,5,?
16,0,0,2,0,5,2,27,0,3,1,10,?
6,0,0,0,0,2,1,7,0,1,0,2,?
18,0,0,2,0,7,2,32,0,3,1,10,?
8,0,0,0,0,4,1,11,0,1,0,2,?
3,0,0,1,0,2,0,2,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
8,5,0,0,0,1,0,13,1,0,0,5,?
4,0,0,1,0,3,0,4,0,0,1,1,?
13,5,1,2,0,4,2,18,0,3,0,5,?
11,4,1,2,0,4,2,17,0,2,0,5,?
11,5,1,2,0,4,1,18,0,1,0,5,?
10,6,0,1,0,2,0,15,1,0,0,6,?
11,6,0,1,0,3,0,16,1,0,0,6,?
5,1,0,1,0,2,0,5,1,0,1,2,?
5,0,0,1,0,4,0,8,0,0,0,2,?
6,0,0,1,0,5,0,8,0,0,0,2,?
11,0,0,1,0,4,2,16,0,3,0,5,?
5,0,0,0,0,2,1,5,0,1,0,1,?
70,19,2,28,0,33,4,113,4,5,13,52,?
69,19,2,28,0,33,4,113,4,4,13,52,?
59,11,2,26,0,31,4,93,3,5,13,43,?
58,11,2,26,0,31,4,93,3,4,13,43,?
68,18,2,27,0,32,4,111,4,5,13,51,?
67,18,2,27,0,32,4,111,4,4,13,51,?
57,10,2,25,0,30,4,91,3,5,13,42,?
56,10,2,25,0,30,4,91,3,4,13,42,?
63,18,1,26,0,30,3,100,4,4,13,46,?
62,18,1,26,0,30,3,100,4,3,13,46,?
52,10,1,24,0,28,3,80,3,4,13,37,?
51,10,1,24,0,28,3,80,3,3,13,37,?
8,1,0,2,0,6,0,10,0,0,2,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
6,2,0,0,0,2,0,8,1,0,0,1,?
10,3,0,3,0,3,0,9,3,0,3,6,?
7,1,0,1,0,5,0,9,0,0,1,1,?
13,3,1,2,0,7,1,22,0,1,0,6,?
28,12,3,2,0,7,3,50,2,4,0,14,?
20,8,2,2,0,7,2,37,1,2,0,10,?
36,23,2,1,0,5,2,64,3,3,0,25,?
25,17,1,0,0,4,1,45,2,1,0,17,?
8,1,1,0,0,3,1,13,0,1,0,3,?
7,1,1,0,0,3,1,11,0,1,0,2,?
6,1,0,0,0,1,1,7,0,2,0,2,?
5,2,0,0,0,1,1,8,0,1,0,2,?
9,2,1,2,0,4,1,14,0,1,0,5,?
9,3,1,2,0,4,1,15,0,1,0,4,?
26,9,4,2,0,4,4,38,1,7,0,14,?
29,11,4,2,0,4,4,47,2,6,0,16,?
14,4,2,0,0,2,2,20,1,3,0,7,?
23,8,4,2,0,4,4,33,1,6,0,12,?
26,10,4,2,0,4,4,42,2,5,0,14,?
11,3,2,0,0,2,2,15,1,2,0,5,?
17,8,0,0,0,5,0,29,2,0,0,9,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,5,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
10,3,0,3,0,3,0,9,3,0,3,6,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,2,0,2,0,2,0,4,0,0,0,2,?
1,0,0,0,0,0,0,0,0,0,0,0,?
7,1,0,1,0,1,2,6,0,3,0,2,?
3,0,0,1,0,1,1,2,0,1,0,1,?
2,1,0,0,0,0,0,0,0,0,0,0,?
3,1,0,0,0,1,0,1,0,0,0,0,?
5,1,0,0,0,3,0,6,0,0,0,0,?
2,1,0,0,0,0,0,0,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
6,1,0,2,0,4,0,6,0,0,2,2,?
8,1,0,3,0,6,0,9,0,0,3,3,?
5,2,0,1,0,2,0,4,0,0,0,1,?
3,1,0,0,0,0,0,3,1,0,0,1,?
4,1,0,0,0,2,0,6,0,0,0,1,?
5,1,0,1,0,3,0,5,0,0,1,1,?
12,2,0,4,0,6,0,21,0,0,0,8,?
20,2,0,4,0,7,2,35,0,3,0,13,?
6,0,0,0,0,2,1,7,0,1,0,2,?
22,2,0,4,0,9,2,40,0,3,0,13,?
8,0,0,0,0,4,1,11,0,1,0,2,?
1,0,0,0,0,0,0,0,0,0,0,0,?
7,1,0,1,0,1,2,6,0,3,0,2,?
3,0,0,1,0,1,1,2,0,1,0,1,?
2,1,0,0,0,0,0,0,0,0,0,0,?
3,1,0,0,0,1,0,1,0,0,0,0,?
5,1,0,0,0,3,0,6,0,0,0,0,?
2,1,0,0,0,0,0,0,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
20,10,0,5,0,8,0,32,1,0,5,14,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,1,0,1,0,2,0,6,0,0,0,2,?
4,0,0,1,0,3,0,4,0,0,1,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
4,1,0,0,0,1,0,2,0,1,0,0,?
5,1,0,1,0,2,0,6,0,0,0,2,?
6,0,0,2,0,5,0,7,0,0,2,2,?
2,0,0,1,0,1,0,0,0,0,1,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
53,51,0,0,0,1,0,52,0,0,0,0,?
26,12,3,1,0,2,3,36,4,5,0,13,?
22,10,2,1,0,2,2,31,4,3,0,12,?
14,7,1,1,0,2,1,20,2,1,0,8,?
5,1,0,0,0,1,0,4,0,1,0,1,?
5,1,0,0,0,1,0,4,0,1,0,1,?
27,4,0,4,0,8,4,37,4,6,2,16,?
19,3,0,3,0,5,3,24,3,4,2,11,?
11,3,0,2,0,3,1,13,2,1,2,6,?
3,1,0,0,0,0,0,3,1,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,1,0,0,0,2,0,4,0,0,0,0,?
5,1,0,0,0,3,0,6,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
24,8,0,4,0,6,2,42,1,3,0,19,?
6,0,0,1,0,1,1,8,0,1,0,4,?
5,2,0,1,0,2,0,5,0,0,0,2,?
6,0,0,1,0,4,0,5,1,0,1,5,?
3,1,0,0,0,1,0,2,0,0,0,0,?
8,4,0,0,0,2,0,11,1,0,0,3,?
2,0,0,1,0,1,0,2,0,0,0,1,?
2,0,0,1,0,1,0,2,0,0,0,1,?
3,0,0,2,0,2,0,0,0,0,2,2,?
5,1,0,1,0,2,0,5,1,0,1,2,?
7,0,0,1,0,4,0,12,0,0,0,4,?
7,0,0,1,0,5,0,10,0,0,0,3,?
10,0,0,1,0,4,2,13,0,3,0,4,?
5,0,0,0,0,2,1,5,0,1,0,1,?
19,4,0,1,0,4,2,33,2,3,0,14,?
6,0,0,0,0,1,1,8,1,1,0,4,?
9,3,0,3,0,5,0,10,0,0,3,4,?
26,10,2,0,0,7,3,32,2,4,0,9,?
25,9,2,0,0,7,3,30,2,4,0,9,?
17,5,1,0,0,5,2,21,1,3,0,6,?
25,10,2,0,0,7,3,32,2,3,0,9,?
24,9,2,0,0,7,3,30,2,3,0,9,?
16,5,1,0,0,5,2,21,1,2,0,6,?
5,1,0,0,0,3,0,5,0,0,0,0,?
4,1,0,0,0,2,0,4,0,0,0,0,?
12,6,0,0,0,4,0,19,1,0,0,5,?
27,9,0,1,0,11,2,30,1,3,0,13,?
21,8,0,0,0,9,1,21,1,1,0,10,?
10,6,0,0,0,2,0,15,1,0,0,5,?
13,8,0,0,0,3,0,21,1,0,0,7,?
20,14,0,0,0,3,0,31,2,0,0,10,?
8,1,0,0,0,6,0,12,0,0,0,0,?
12,5,0,0,0,6,0,16,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
18,6,0,0,0,3,2,29,1,3,0,10,?
6,0,0,0,0,2,1,7,0,1,0,2,?
36,22,2,0,0,6,2,52,1,3,0,16,?
26,16,1,0,0,6,1,33,1,1,0,9,?
78,55,1,2,0,14,1,119,7,1,0,34,?
69,48,1,1,0,13,1,104,6,1,0,28,?
4,2,0,0,0,1,0,3,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
7,2,1,0,0,2,1,5,0,2,0,0,?
6,2,1,0,0,2,1,5,0,1,0,0,?
7,2,1,0,0,2,1,5,0,2,0,0,?
6,2,1,0,0,2,1,5,0,1,0,0,?
14,7,1,0,0,3,1,18,1,2,0,5,?
7,2,1,0,0,3,1,6,0,1,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
5,3,0,0,0,1,0,4,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
6,2,1,0,0,2,1,5,0,1,0,0,?
5,1,1,0,0,2,1,4,0,1,0,0,?
8,0,0,4,0,6,0,14,0,0,2,6,?
8,0,0,4,0,6,0,14,0,0,2,6,?
11,5,0,2,0,4,0,18,1,0,0,6,?
27,10,1,7,0,10,2,43,0,4,0,14,?
21,8,1,4,0,7,2,34,0,3,0,10,?
26,10,1,8,0,11,2,44,0,3,0,14,?
20,8,1,5,0,8,2,35,0,2,0,10,?
30,9,2,1,0,6,4,51,2,5,0,17,?
29,8,2,1,0,6,4,50,2,5,0,17,?
16,2,1,0,0,3,3,24,1,4,0,8,?
10,2,0,0,0,2,1,14,1,1,0,5,?
21,8,2,0,0,2,4,32,1,5,0,10,?
20,7,2,0,0,2,4,31,1,5,0,10,?
11,3,1,0,0,2,2,15,1,2,0,5,?
4,0,1,0,0,2,1,3,0,1,0,0,?
5,2,0,0,0,2,0,7,0,0,0,1,?
12,10,0,0,0,1,0,11,0,0,0,0,?
6,4,0,0,0,1,0,5,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,1,0,1,0,0,0,0,1,1,?
22,1,0,12,0,14,0,39,0,0,6,18,?
3,0,0,1,0,2,0,3,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
17,10,0,4,0,5,0,33,1,0,0,14,?
6,0,0,4,0,4,0,4,0,0,3,5,?
5,1,0,2,0,3,0,4,0,0,2,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
4,0,0,1,0,3,0,4,0,0,1,1,?
5,1,0,0,0,3,0,6,0,0,0,0,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
3,0,0,1,0,2,0,4,0,0,0,1,?
10,2,0,3,0,5,1,13,1,1,1,4,?
7,1,0,2,0,4,1,9,0,1,0,2,?
6,0,1,1,0,2,1,6,0,2,0,2,?
5,0,1,1,0,2,1,6,0,1,0,2,?
19,8,3,1,0,4,3,32,0,4,0,8,?
12,5,2,1,0,4,2,19,0,2,0,4,?
6,1,1,0,0,3,1,6,0,1,0,1,?
20,10,1,0,0,7,1,32,1,1,0,9,?
9,0,1,0,0,7,1,8,0,1,0,0,?
10,2,0,0,0,7,0,16,0,0,0,1,?
10,2,0,0,0,7,0,16,0,0,0,1,?
10,2,0,0,0,7,0,16,0,0,0,1,?
10,2,0,0,0,7,0,17,0,0,0,1,?
20,13,0,0,0,5,0,35,1,0,0,12,?
14,8,0,0,0,4,0,22,1,0,0,7,?
18,8,1,0,0,5,1,26,1,2,0,8,?
17,8,1,0,0,5,1,26,1,1,0,8,?
14,8,0,0,0,4,0,22,1,0,0,7,?
20,4,0,0,0,3,3,32,1,4,0,10,?
19,3,0,0,0,3,3,31,1,4,0,10,?
10,2,0,0,0,2,1,14,1,1,0,5,?
4,1,0,0,0,2,0,3,0,0,0,0,?
5,0,0,0,0,1,1,4,0,2,0,1,?
6,0,0,0,0,1,2,5,0,3,0,1,?
5,0,0,0,0,1,2,5,0,2,0,1,?
4,1,0,1,0,2,0,6,0,0,0,2,?
8,4,0,0,0,1,0,13,1,0,0,5,?
12,3,0,0,0,1,2,16,1,3,0,5,?
8,2,0,0,0,1,1,11,1,1,0,4,?
8,3,0,3,0,3,0,7,1,0,1,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
69,34,0,10,0,16,4,119,3,6,0,53,?
13,2,0,1,0,3,3,13,0,4,0,5,?
7,2,0,0,0,2,1,6,0,1,0,2,?
7,3,0,0,0,2,0,10,0,0,0,3,?
35,8,0,13,0,15,2,52,6,3,4,28,?
18,1,0,10,0,10,1,23,4,1,4,15,?
16,0,0,3,0,13,0,16,1,0,2,15,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,1,0,3,0,5,0,0,1,1,?
6,3,0,0,0,0,0,8,2,0,0,3,?
5,1,0,1,0,3,0,6,0,0,0,1,?
5,1,0,1,0,3,0,6,0,0,1,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
9,0,0,2,0,4,1,12,0,2,0,4,?
8,0,0,2,0,4,1,12,0,1,0,4,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
8,4,0,1,0,2,0,13,1,0,0,5,?
3,1,0,0,0,1,0,2,0,0,0,0,?
21,15,0,4,0,4,0,31,1,0,0,15,?
23,18,0,3,0,3,0,33,1,0,0,16,?
29,24,0,3,0,3,0,39,1,0,0,19,?
6,1,0,4,0,4,0,2,0,0,4,5,?
5,1,0,1,0,3,0,5,0,0,1,1,?
6,2,0,0,0,1,0,7,1,0,0,2,?
13,0,0,0,0,4,0,23,0,0,0,8,?
43,21,1,5,0,9,1,80,4,1,0,29,?
30,13,1,3,0,7,1,55,2,1,0,19,?
9,2,0,1,0,2,0,12,1,0,0,5,?
4,1,0,1,0,1,0,3,1,0,1,2,?
7,1,0,2,0,5,0,8,0,0,2,2,?
8,1,0,3,0,4,0,13,1,0,1,5,?
3,1,0,0,0,1,0,4,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
30,14,2,6,0,8,2,43,3,3,2,20,?
33,15,4,6,0,8,4,47,3,5,2,21,?
17,7,4,0,1,2,4,24,2,4,0,8,?
15,6,3,0,1,2,3,21,2,3,0,7,?
31,14,3,6,0,8,3,44,3,4,2,20,?
15,6,3,0,1,2,3,21,2,3,0,7,?
13,5,2,0,1,2,2,18,2,2,0,6,?
76,1,0,15,0,71,0,63,3,0,15,74,?
4,1,0,1,0,2,0,3,0,0,1,1,?
20,3,1,7,0,8,2,36,1,2,1,14,?
13,1,1,5,0,6,2,23,0,2,1,9,?
10,1,0,4,0,5,1,18,0,1,1,7,?
24,8,1,7,0,10,1,36,0,3,7,15,?
26,8,2,7,0,10,2,39,0,4,7,16,?
27,8,3,7,0,10,3,42,0,4,7,17,?
23,7,3,5,0,8,3,35,0,4,5,13,?
4,1,0,0,0,1,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
5,1,0,1,0,2,0,7,1,0,0,2,?
5,1,0,1,0,3,0,5,0,0,1,1,?
6,2,0,0,0,1,0,7,1,0,0,2,?
7,0,0,0,0,1,0,14,0,0,0,5,?
11,0,0,0,0,3,2,19,1,3,0,6,?
6,0,0,0,0,1,1,9,1,1,0,3,?
20,0,0,0,0,6,4,37,1,6,0,12,?
15,0,0,0,0,4,3,27,1,4,0,9,?
8,0,0,0,0,2,1,14,1,1,0,5,?
11,0,0,0,0,3,2,19,1,3,0,6,?
6,0,0,0,0,1,1,9,1,1,0,3,?
40,0,0,0,0,15,6,80,0,9,0,28,?
23,0,0,0,0,7,5,40,0,7,0,13,?
35,0,0,0,0,13,5,70,0,7,0,25,?
18,0,0,0,0,5,4,30,0,5,0,10,?
9,0,0,0,0,3,1,13,0,1,0,5,?
4,1,0,1,0,2,0,6,0,0,0,2,?
4,1,0,1,0,2,0,6,0,0,0,2,?
7,2,0,2,0,4,0,13,0,0,0,3,?
41,18,0,2,0,6,3,77,4,4,0,24,?
47,20,0,2,0,6,3,92,4,4,0,30,?
