@relation training_50.arff

@attribute THROWS numeric
@attribute GOTO numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute ASSIGNMENTS numeric
@attribute LOCALS numeric
@attribute IF numeric
@attribute DEREFERNCES numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
0,15,99,25,60,213,10,33,0,30,0,3,?
0,13,95,24,58,208,9,32,0,29,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,98,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,10,92,24,58,208,9,32,0,29,0,3,?
0,15,100,26,61,215,10,33,0,30,0,2,?
0,15,100,26,61,215,10,33,0,30,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,15,100,26,61,215,10,33,0,30,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,11,92,24,57,205,8,31,0,28,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,10,91,24,57,205,8,31,0,28,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,10,91,24,57,205,8,31,0,28,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,96,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,9,90,24,57,205,8,31,0,28,0,2,?
0,17,103,26,62,218,11,34,0,31,0,3,?
0,17,103,26,62,218,11,34,0,31,0,3,?
0,15,99,25,60,213,10,33,0,30,0,3,?
0,15,99,25,60,213,10,33,0,30,0,3,?
0,17,103,26,62,218,11,34,0,31,0,3,?
0,15,99,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,99,25,60,213,10,33,0,30,0,3,?
0,13,95,24,58,208,9,32,0,29,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,98,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,10,92,24,58,208,9,32,0,29,0,3,?
0,15,100,26,61,215,10,33,0,30,0,2,?
0,15,100,26,61,215,10,33,0,30,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,15,100,26,61,215,10,33,0,30,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,13,96,25,59,210,9,32,0,29,0,2,?
0,11,92,24,57,205,8,31,0,28,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,10,91,24,57,205,8,31,0,28,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,10,91,24,57,205,8,31,0,28,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,96,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,9,90,24,57,205,8,31,0,28,0,2,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,16,102,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,98,25,60,213,10,33,0,30,0,3,?
0,12,94,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,98,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,10,92,24,58,208,9,32,0,29,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,15,101,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,97,25,60,213,10,33,0,30,0,3,?
0,11,93,24,58,208,9,32,0,29,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,98,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,10,92,24,58,208,9,32,0,29,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,14,100,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,12,98,26,62,218,11,34,0,31,0,3,?
0,12,96,25,60,213,10,33,0,30,0,3,?
0,10,92,24,58,208,9,32,0,29,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,11,95,25,60,213,10,33,0,30,0,3,?
0,11,95,25,60,213,10,33,0,30,0,3,?
0,13,99,26,62,218,11,34,0,31,0,3,?
0,11,95,25,60,213,10,33,0,30,0,3,?
0,11,97,26,62,218,11,34,0,31,0,3,?
0,11,95,25,60,213,10,33,0,30,0,3,?
0,9,91,24,58,208,9,32,0,29,0,3,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,14,99,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,12,95,25,59,210,9,32,0,29,0,2,?
0,10,91,24,57,205,8,31,0,28,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,96,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,9,90,24,57,205,8,31,0,28,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,13,98,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,11,96,26,61,215,10,33,0,30,0,2,?
0,11,94,25,59,210,9,32,0,29,0,2,?
0,9,90,24,57,205,8,31,0,28,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,10,93,25,59,210,9,32,0,29,0,2,?
0,10,93,25,59,210,9,32,0,29,0,2,?
0,12,97,26,61,215,10,33,0,30,0,2,?
0,10,93,25,59,210,9,32,0,29,0,2,?
0,10,95,26,61,215,10,33,0,30,0,2,?
0,10,93,25,59,210,9,32,0,29,0,2,?
0,8,89,24,57,205,8,31,0,28,0,2,?
0,2,16,6,6,29,2,6,0,3,0,2,?
0,2,13,5,4,22,2,5,0,2,0,2,?
0,0,8,3,1,14,0,3,0,0,0,0,?
0,2,20,8,13,32,2,4,0,1,2,0,?
0,8,28,4,16,45,6,4,0,0,3,0,?
0,6,21,3,12,32,5,2,0,0,2,0,?
0,5,18,2,10,28,4,3,0,0,2,0,?
0,3,11,1,6,15,3,1,0,0,1,0,?
0,9,44,13,27,75,7,9,0,2,6,1,?
0,12,49,13,29,83,9,10,0,2,6,2,?
0,20,109,48,64,182,15,15,0,2,13,3,?
0,18,99,42,58,165,14,14,0,2,12,2,?
0,15,93,41,55,155,12,13,0,2,12,1,?
0,20,95,38,52,155,15,12,0,1,12,3,?
0,18,85,32,46,138,14,11,0,1,11,2,?
0,15,79,31,43,128,12,10,0,1,11,1,?
0,19,91,37,49,147,14,10,0,1,12,3,?
0,17,81,31,43,130,13,9,0,1,11,2,?
0,14,75,30,40,120,11,8,0,1,11,1,?
0,18,107,48,63,179,13,15,0,2,13,2,?
0,16,97,42,57,162,12,14,0,2,12,1,?
0,13,91,41,54,152,10,13,0,2,12,0,?
0,18,93,38,51,152,13,12,0,1,12,2,?
0,16,83,32,45,135,12,11,0,1,11,1,?
0,13,77,31,42,125,10,10,0,1,11,0,?
0,17,89,37,48,144,12,10,0,1,12,2,?
0,15,79,31,42,127,11,9,0,1,11,1,?
0,12,73,30,39,117,9,8,0,1,11,0,?
0,7,38,12,23,63,6,7,0,2,6,1,?
0,10,43,12,25,71,8,8,0,2,6,2,?
0,18,103,47,60,170,14,13,0,2,13,3,?
0,16,93,41,54,153,13,12,0,2,12,2,?
0,13,87,40,51,143,11,11,0,2,12,1,?
0,18,89,37,48,143,14,10,0,1,12,3,?
0,16,79,31,42,126,13,9,0,1,11,2,?
0,13,73,30,39,116,11,8,0,1,11,1,?
0,17,85,36,45,135,13,8,0,1,12,3,?
0,15,75,30,39,118,12,7,0,1,11,2,?
0,12,69,29,36,108,10,6,0,1,11,1,?
0,16,101,47,59,167,12,13,0,2,13,2,?
0,14,91,41,53,150,11,12,0,2,12,1,?
0,11,85,40,50,140,9,11,0,2,12,0,?
0,16,87,37,47,140,12,10,0,1,12,2,?
0,14,77,31,41,123,11,9,0,1,11,1,?
0,11,71,30,38,113,9,8,0,1,11,0,?
0,15,83,36,44,132,11,8,0,1,12,2,?
0,13,73,30,38,115,10,7,0,1,11,1,?
0,10,67,29,35,105,8,6,0,1,11,0,?
0,7,33,10,21,56,6,7,0,2,3,1,?
0,10,38,10,23,64,8,8,0,2,3,2,?
0,18,98,45,58,163,14,13,0,2,10,3,?
0,16,88,39,52,146,13,12,0,2,9,2,?
0,13,82,38,49,136,11,11,0,2,9,1,?
0,18,84,35,46,136,14,10,0,1,9,3,?
0,16,74,29,40,119,13,9,0,1,8,2,?
0,13,68,28,37,109,11,8,0,1,8,1,?
0,17,80,34,43,128,13,8,0,1,9,3,?
0,15,70,28,37,111,12,7,0,1,8,2,?
0,12,64,27,34,101,10,6,0,1,8,1,?
0,16,96,45,57,160,12,13,0,2,10,2,?
0,14,86,39,51,143,11,12,0,2,9,1,?
0,11,80,38,48,133,9,11,0,2,9,0,?
0,16,82,35,45,133,12,10,0,1,9,2,?
0,14,72,29,39,116,11,9,0,1,8,1,?
0,11,66,28,36,106,9,8,0,1,8,0,?
0,15,78,34,42,125,11,8,0,1,9,2,?
0,13,68,28,36,108,10,7,0,1,8,1,?
0,10,62,27,33,98,8,6,0,1,8,0,?
0,5,27,9,17,44,5,5,0,2,3,1,?
0,8,32,9,19,52,7,6,0,2,3,2,?
0,16,92,44,54,151,13,11,0,2,10,3,?
0,14,82,38,48,134,12,10,0,2,9,2,?
0,11,76,37,45,124,10,9,0,2,9,1,?
0,16,78,34,42,124,13,8,0,1,9,3,?
0,14,68,28,36,107,12,7,0,1,8,2,?
0,11,62,27,33,97,10,6,0,1,8,1,?
0,15,74,33,39,116,12,6,0,1,9,3,?
0,13,64,27,33,99,11,5,0,1,8,2,?
0,10,58,26,30,89,9,4,0,1,8,1,?
0,14,90,44,53,148,11,11,0,2,10,2,?
0,12,80,38,47,131,10,10,0,2,9,1,?
0,9,74,37,44,121,8,9,0,2,9,0,?
0,14,76,34,41,121,11,8,0,1,9,2,?
0,12,66,28,35,104,10,7,0,1,8,1,?
0,9,60,27,32,94,8,6,0,1,8,0,?
0,13,72,33,38,113,10,6,0,1,9,2,?
0,11,62,27,32,96,9,5,0,1,8,1,?
0,8,56,26,29,86,7,4,0,1,8,0,?
0,3,35,20,18,55,2,2,0,1,7,0,?
0,2,9,2,3,10,2,2,0,1,0,0,?
0,1,7,2,2,7,1,2,0,1,0,0,?
0,11,160,50,123,216,9,77,15,21,17,5,?
0,11,152,44,117,201,9,76,15,20,16,5,?
0,11,154,46,118,205,9,76,14,20,16,5,?
0,11,146,40,112,190,9,75,14,19,15,5,?
0,11,154,46,118,205,9,76,14,20,16,5,?
0,11,146,40,112,190,9,75,14,19,15,5,?
0,11,148,42,113,194,9,75,13,19,15,5,?
0,11,140,36,107,179,9,74,13,18,14,5,?
0,10,143,38,111,188,9,76,15,20,14,5,?
0,10,135,32,105,173,9,75,15,19,13,5,?
0,10,137,34,106,177,9,75,14,19,13,5,?
0,10,129,28,100,162,9,74,14,18,12,5,?
0,10,137,34,106,177,9,75,14,19,13,5,?
0,10,129,28,100,162,9,74,14,18,12,5,?
0,10,131,30,101,166,9,74,13,18,12,5,?
0,10,123,24,95,151,9,73,13,17,11,5,?
0,10,159,50,123,215,8,77,15,21,17,4,?
0,10,151,44,117,200,8,76,15,20,16,4,?
0,10,153,46,118,204,8,76,14,20,16,4,?
0,10,145,40,112,189,8,75,14,19,15,4,?
0,10,153,46,118,204,8,76,14,20,16,4,?
0,10,145,40,112,189,8,75,14,19,15,4,?
0,10,147,42,113,193,8,75,13,19,15,4,?
0,10,139,36,107,178,8,74,13,18,14,4,?
0,9,158,50,123,214,7,77,15,21,17,4,?
0,9,150,44,117,199,7,76,15,20,16,4,?
0,9,152,46,118,203,7,76,14,20,16,4,?
0,9,144,40,112,188,7,75,14,19,15,4,?
0,9,152,46,118,203,7,76,14,20,16,4,?
0,9,144,40,112,188,7,75,14,19,15,4,?
0,9,146,42,113,192,7,75,13,19,15,4,?
0,9,138,36,107,177,7,74,13,18,14,4,?
0,8,157,50,123,213,6,77,15,21,17,4,?
0,8,149,44,117,198,6,76,15,20,16,4,?
0,8,151,46,118,202,6,76,14,20,16,4,?
0,8,143,40,112,187,6,75,14,19,15,4,?
0,8,151,46,118,202,6,76,14,20,16,4,?
0,8,143,40,112,187,6,75,14,19,15,4,?
0,8,145,42,113,191,6,75,13,19,15,4,?
0,8,137,36,107,176,6,74,13,18,14,4,?
0,11,156,48,121,211,9,76,15,20,16,5,?
0,11,148,42,115,196,9,75,15,19,15,5,?
0,11,150,44,116,200,9,75,14,19,15,5,?
0,11,142,38,110,185,9,74,14,18,14,5,?
0,11,150,44,116,200,9,75,14,19,15,5,?
0,11,142,38,110,185,9,74,14,18,14,5,?
0,11,144,40,111,189,9,74,13,18,14,5,?
0,11,136,34,105,174,9,73,13,17,13,5,?
0,10,139,36,109,183,9,75,15,19,13,5,?
0,10,131,30,103,168,9,74,15,18,12,5,?
0,10,133,32,104,172,9,74,14,18,12,5,?
0,10,125,26,98,157,9,73,14,17,11,5,?
0,10,133,32,104,172,9,74,14,18,12,5,?
0,10,125,26,98,157,9,73,14,17,11,5,?
0,10,127,28,99,161,9,73,13,17,11,5,?
0,10,119,22,93,146,9,72,13,16,10,5,?
0,10,155,48,121,210,8,76,15,20,16,4,?
0,10,147,42,115,195,8,75,15,19,15,4,?
0,10,149,44,116,199,8,75,14,19,15,4,?
0,10,141,38,110,184,8,74,14,18,14,4,?
0,10,149,44,116,199,8,75,14,19,15,4,?
0,10,141,38,110,184,8,74,14,18,14,4,?
0,10,143,40,111,188,8,74,13,18,14,4,?
0,10,135,34,105,173,8,73,13,17,13,4,?
0,9,154,48,121,209,7,76,15,20,16,4,?
0,9,146,42,115,194,7,75,15,19,15,4,?
0,9,148,44,116,198,7,75,14,19,15,4,?
0,9,140,38,110,183,7,74,14,18,14,4,?
0,9,148,44,116,198,7,75,14,19,15,4,?
0,9,140,38,110,183,7,74,14,18,14,4,?
0,9,142,40,111,187,7,74,13,18,14,4,?
0,9,134,34,105,172,7,73,13,17,13,4,?
0,8,153,48,121,208,6,76,15,20,16,4,?
0,8,145,42,115,193,6,75,15,19,15,4,?
0,8,147,44,116,197,6,75,14,19,15,4,?
0,8,139,38,110,182,6,74,14,18,14,4,?
0,8,147,44,116,197,6,75,14,19,15,4,?
0,8,139,38,110,182,6,74,14,18,14,4,?
0,8,141,40,111,186,6,74,13,18,14,4,?
0,8,133,34,105,171,6,73,13,17,13,4,?
0,5,39,22,25,64,4,5,3,4,4,4,?
0,5,31,16,19,49,4,4,3,3,3,4,?
0,5,33,18,20,53,4,4,2,3,3,4,?
0,5,25,12,14,38,4,3,2,2,2,4,?
0,5,33,18,20,53,4,4,2,3,3,4,?
0,5,25,12,14,38,4,3,2,2,2,4,?
0,5,27,14,15,42,4,3,1,2,2,4,?
0,5,19,8,9,27,4,2,1,1,1,4,?
0,2,16,9,7,19,0,2,0,1,1,0,?
0,1,4,0,1,3,0,1,0,0,0,0,?
1,0,3,0,1,4,0,1,0,0,0,0,?
0,4,18,6,10,27,4,6,1,4,0,2,?
0,6,25,9,14,39,6,7,2,5,0,3,?
0,5,21,8,11,34,5,5,1,3,0,3,?
0,6,23,8,13,36,6,6,1,4,0,3,?
0,4,18,5,11,26,4,7,2,5,0,2,?
0,3,14,4,8,21,3,5,1,3,0,2,?
0,6,23,8,13,36,6,6,1,4,0,3,?
0,6,23,7,14,35,6,7,2,5,0,3,?
0,5,19,6,11,30,5,5,1,3,0,3,?
0,1,7,2,2,10,1,3,0,0,0,0,?
0,3,18,1,11,29,2,9,0,4,0,0,?
0,8,56,34,33,103,6,3,0,1,4,2,?
0,5,48,30,29,86,4,3,0,1,4,1,?
0,1,28,17,16,50,1,3,0,1,3,0,?
0,0,7,1,2,10,0,5,0,2,0,0,?
0,1,7,1,2,9,1,4,0,1,0,0,?
0,6,26,11,14,43,5,4,0,1,1,1,?
0,3,16,5,8,24,3,4,0,1,1,0,?
0,2,10,3,3,12,2,4,0,2,0,2,?
0,3,17,8,6,22,2,3,0,1,1,2,?
0,2,33,22,19,52,1,2,0,0,4,0,?
0,13,133,61,96,247,9,32,3,31,4,5,?
0,13,126,56,91,235,9,31,3,30,3,5,?
0,10,91,39,67,176,7,25,3,24,1,3,?
0,6,45,20,34,81,4,11,3,10,1,2,?
0,14,129,57,93,239,10,32,3,31,3,6,?
0,14,122,52,88,227,10,31,3,30,2,6,?
0,10,91,39,67,176,7,25,3,24,1,4,?
0,15,140,63,101,256,11,34,3,33,4,7,?
0,15,133,58,96,244,11,33,3,32,3,7,?
0,12,98,41,72,185,9,27,3,26,1,5,?
