@relation training_50.arff

@attribute THROWS numeric
@attribute GOTO numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute ASSIGNMENTS numeric
@attribute LOCALS numeric
@attribute IF numeric
@attribute DEREFERNCES numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
0,21,147,66,96,242,19,19,5,14,18,14,?
0,18,122,52,83,201,16,17,5,13,14,12,?
0,26,156,70,99,253,22,19,5,14,18,16,?
0,23,150,67,97,245,20,19,5,14,18,15,?
0,25,154,69,98,250,21,19,5,14,18,16,?
0,22,148,66,96,242,19,19,5,14,18,15,?
0,23,151,68,97,247,20,19,5,14,18,15,?
0,20,145,65,95,239,18,19,5,14,18,14,?
0,22,149,67,96,244,19,19,5,14,18,15,?
0,19,143,64,94,236,17,19,5,14,18,14,?
0,29,163,74,102,264,25,19,5,14,18,16,?
0,26,157,71,100,256,23,19,5,14,18,15,?
0,28,161,73,101,261,24,19,5,14,18,16,?
0,25,155,70,99,253,22,19,5,14,18,15,?
0,26,158,72,100,258,23,19,5,14,18,15,?
0,23,152,69,98,250,21,19,5,14,18,14,?
0,25,156,71,99,255,22,19,5,14,18,15,?
0,22,150,68,97,247,20,19,5,14,18,14,?
0,19,125,54,84,206,17,17,5,13,14,12,?
0,27,159,72,100,258,23,19,5,14,18,16,?
0,24,153,69,98,250,21,19,5,14,18,15,?
0,26,157,71,99,255,22,19,5,14,18,16,?
0,23,151,68,97,247,20,19,5,14,18,15,?
0,24,154,70,98,252,21,19,5,14,18,15,?
0,21,148,67,96,244,19,19,5,14,18,14,?
0,23,152,69,97,249,20,19,5,14,18,15,?
0,20,146,66,95,241,18,19,5,14,18,14,?
0,26,157,71,100,256,23,19,5,14,18,15,?
0,23,151,68,98,248,21,19,5,14,18,14,?
0,25,155,70,99,253,22,19,5,14,18,15,?
0,22,149,67,97,245,20,19,5,14,18,14,?
0,23,152,69,98,250,21,19,5,14,18,14,?
0,20,146,66,96,242,19,19,5,14,18,13,?
0,22,150,68,97,247,20,19,5,14,18,14,?
0,19,144,65,95,239,18,19,5,14,18,13,?
0,16,119,51,82,198,15,17,5,13,14,11,?
0,24,153,69,98,250,21,19,5,14,18,15,?
0,21,147,66,96,242,19,19,5,14,18,14,?
0,23,151,68,97,247,20,19,5,14,18,15,?
0,20,145,65,95,239,18,19,5,14,18,14,?
0,21,148,67,96,244,19,19,5,14,18,14,?
0,18,142,64,94,236,17,19,5,14,18,13,?
0,20,146,66,95,241,18,19,5,14,18,14,?
0,17,140,63,93,233,16,19,5,14,18,13,?
0,28,161,73,101,261,24,19,5,14,18,16,?
0,25,155,70,99,253,22,19,5,14,18,15,?
0,27,159,72,100,258,23,19,5,14,18,16,?
0,24,153,69,98,250,21,19,5,14,18,15,?
0,25,156,71,99,255,22,19,5,14,18,15,?
0,22,150,68,97,247,20,19,5,14,18,14,?
0,24,154,70,98,252,21,19,5,14,18,15,?
0,21,148,67,96,244,19,19,5,14,18,14,?
0,18,123,53,83,203,16,17,5,13,14,12,?
0,26,157,71,99,255,22,19,5,14,18,16,?
0,23,151,68,97,247,20,19,5,14,18,15,?
0,25,155,70,98,252,21,19,5,14,18,16,?
0,22,149,67,96,244,19,19,5,14,18,15,?
0,23,152,69,97,249,20,19,5,14,18,15,?
0,20,146,66,95,241,18,19,5,14,18,14,?
0,22,150,68,96,246,19,19,5,14,18,15,?
0,19,144,65,94,238,17,19,5,14,18,14,?
0,25,155,70,99,253,22,19,5,14,18,15,?
0,22,149,67,97,245,20,19,5,14,18,14,?
0,24,153,69,98,250,21,19,5,14,18,15,?
0,21,147,66,96,242,19,19,5,14,18,14,?
0,22,150,68,97,247,20,19,5,14,18,14,?
0,19,144,65,95,239,18,19,5,14,18,13,?
0,21,148,67,96,244,19,19,5,14,18,14,?
0,18,142,64,94,236,17,19,5,14,18,13,?
0,15,117,50,81,195,14,17,5,13,14,11,?
0,23,151,68,97,247,20,19,5,14,18,15,?
0,20,145,65,95,239,18,19,5,14,18,14,?
0,22,149,67,96,244,19,19,5,14,18,15,?
0,19,143,64,94,236,17,19,5,14,18,14,?
0,20,146,66,95,241,18,19,5,14,18,14,?
0,17,140,63,93,233,16,19,5,14,18,13,?
0,19,144,65,94,238,17,19,5,14,18,14,?
0,16,138,62,92,230,15,19,5,14,18,13,?
0,32,162,72,98,254,27,18,4,13,18,17,?
0,29,156,69,96,246,25,18,4,13,18,16,?
0,31,160,71,97,251,26,18,4,13,18,17,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,29,157,70,96,248,25,18,4,13,18,16,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,124,52,80,196,19,16,4,12,14,13,?
0,30,158,70,96,248,25,18,4,13,18,17,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,29,156,69,95,245,24,18,4,13,18,17,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,29,156,69,96,246,25,18,4,13,18,16,?
0,26,150,66,94,238,23,18,4,13,18,15,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,25,148,65,93,235,22,18,4,13,18,15,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,23,145,64,92,232,21,18,4,13,18,14,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,19,118,49,78,188,17,16,4,12,14,12,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,24,146,64,92,232,21,18,4,13,18,15,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,23,144,63,91,229,20,18,4,13,18,15,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,31,160,71,97,251,26,18,4,13,18,17,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,30,158,70,96,248,25,18,4,13,18,17,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,122,51,79,193,18,16,4,12,14,13,?
0,29,156,69,95,245,24,18,4,13,18,17,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,28,154,68,94,242,23,18,4,13,18,17,?
0,25,148,65,92,234,21,18,4,13,18,16,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,25,149,66,92,236,21,18,4,13,18,16,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,25,148,65,93,235,22,18,4,13,18,15,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,24,146,64,92,232,21,18,4,13,18,15,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,18,116,48,77,185,16,16,4,12,14,12,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,23,144,63,91,229,20,18,4,13,18,15,?
0,25,148,65,92,234,21,18,4,13,18,16,?
0,22,142,62,90,226,19,18,4,13,18,15,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,19,137,60,88,220,17,18,4,13,18,14,?
0,29,157,70,96,248,25,18,4,13,18,16,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,26,152,68,94,242,23,18,4,13,18,15,?
0,23,146,65,92,234,21,18,4,13,18,14,?
0,25,150,67,93,239,22,18,4,13,18,15,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,19,119,50,78,190,17,16,4,12,14,12,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,24,148,66,92,236,21,18,4,13,18,15,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,23,146,65,91,233,20,18,4,13,18,15,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,23,145,64,92,232,21,18,4,13,18,14,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,23,146,65,92,234,21,18,4,13,18,14,?
0,20,140,62,90,226,19,18,4,13,18,13,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,19,138,61,89,223,18,18,4,13,18,13,?
0,16,113,47,76,182,15,16,4,12,14,11,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,18,136,60,88,220,17,18,4,13,18,13,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,17,134,59,87,217,16,18,4,13,18,13,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,25,150,67,93,239,22,18,4,13,18,15,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,24,148,66,92,236,21,18,4,13,18,15,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,18,117,49,77,187,16,16,4,12,14,12,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,25,149,66,92,236,21,18,4,13,18,16,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,23,146,65,91,233,20,18,4,13,18,15,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,22,144,64,90,230,19,18,4,13,18,15,?
0,19,138,61,88,222,17,18,4,13,18,14,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,19,138,61,89,223,18,18,4,13,18,13,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,18,136,60,88,220,17,18,4,13,18,13,?
0,15,111,46,75,179,14,16,4,12,14,11,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,19,137,60,88,220,17,18,4,13,18,14,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,17,134,59,87,217,16,18,4,13,18,13,?
0,19,138,61,88,222,17,18,4,13,18,14,?
0,16,132,58,86,214,15,18,4,13,18,13,?
0,32,162,72,98,254,27,18,4,13,18,17,?
0,29,156,69,96,246,25,18,4,13,18,16,?
0,31,160,71,97,251,26,18,4,13,18,17,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,29,157,70,96,248,25,18,4,13,18,16,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,124,52,80,196,19,16,4,12,14,13,?
0,30,158,70,96,248,25,18,4,13,18,17,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,29,156,69,95,245,24,18,4,13,18,17,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,29,156,69,96,246,25,18,4,13,18,16,?
0,26,150,66,94,238,23,18,4,13,18,15,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,25,148,65,93,235,22,18,4,13,18,15,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,23,145,64,92,232,21,18,4,13,18,14,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,19,118,49,78,188,17,16,4,12,14,12,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,24,146,64,92,232,21,18,4,13,18,15,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,23,144,63,91,229,20,18,4,13,18,15,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,31,160,71,97,251,26,18,4,13,18,17,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,30,158,70,96,248,25,18,4,13,18,17,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,122,51,79,193,18,16,4,12,14,13,?
0,29,156,69,95,245,24,18,4,13,18,17,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,28,154,68,94,242,23,18,4,13,18,17,?
0,25,148,65,92,234,21,18,4,13,18,16,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,25,149,66,92,236,21,18,4,13,18,16,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,28,154,68,95,243,24,18,4,13,18,16,?
0,25,148,65,93,235,22,18,4,13,18,15,?
0,27,152,67,94,240,23,18,4,13,18,16,?
0,24,146,64,92,232,21,18,4,13,18,15,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,18,116,48,77,185,16,16,4,12,14,12,?
0,26,150,66,93,237,22,18,4,13,18,16,?
0,23,144,63,91,229,20,18,4,13,18,15,?
0,25,148,65,92,234,21,18,4,13,18,16,?
0,22,142,62,90,226,19,18,4,13,18,15,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,19,137,60,88,220,17,18,4,13,18,14,?
0,29,157,70,96,248,25,18,4,13,18,16,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,26,152,68,94,242,23,18,4,13,18,15,?
0,23,146,65,92,234,21,18,4,13,18,14,?
0,25,150,67,93,239,22,18,4,13,18,15,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,19,119,50,78,190,17,16,4,12,14,12,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,24,148,66,92,236,21,18,4,13,18,15,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,23,146,65,91,233,20,18,4,13,18,15,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,26,151,67,94,240,23,18,4,13,18,15,?
0,23,145,64,92,232,21,18,4,13,18,14,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,23,146,65,92,234,21,18,4,13,18,14,?
0,20,140,62,90,226,19,18,4,13,18,13,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,19,138,61,89,223,18,18,4,13,18,13,?
0,16,113,47,76,182,15,16,4,12,14,11,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,18,136,60,88,220,17,18,4,13,18,13,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,17,134,59,87,217,16,18,4,13,18,13,?
0,28,155,69,95,245,24,18,4,13,18,16,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,27,153,68,94,242,23,18,4,13,18,16,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,25,150,67,93,239,22,18,4,13,18,15,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,24,148,66,92,236,21,18,4,13,18,15,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,18,117,49,77,187,16,16,4,12,14,12,?
0,26,151,67,93,239,22,18,4,13,18,16,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,25,149,66,92,236,21,18,4,13,18,16,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,23,146,65,91,233,20,18,4,13,18,15,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,22,144,64,90,230,19,18,4,13,18,15,?
0,19,138,61,88,222,17,18,4,13,18,14,?
0,25,149,66,93,237,22,18,4,13,18,15,?
0,22,143,63,91,229,20,18,4,13,18,14,?
0,24,147,65,92,234,21,18,4,13,18,15,?
0,21,141,62,90,226,19,18,4,13,18,14,?
0,22,144,64,91,231,20,18,4,13,18,14,?
0,19,138,61,89,223,18,18,4,13,18,13,?
0,21,142,63,90,228,19,18,4,13,18,14,?
0,18,136,60,88,220,17,18,4,13,18,13,?
0,15,111,46,75,179,14,16,4,12,14,11,?
0,23,145,64,91,231,20,18,4,13,18,15,?
0,20,139,61,89,223,18,18,4,13,18,14,?
0,22,143,63,90,228,19,18,4,13,18,15,?
0,19,137,60,88,220,17,18,4,13,18,14,?
0,20,140,62,89,225,18,18,4,13,18,14,?
0,17,134,59,87,217,16,18,4,13,18,13,?
0,19,138,61,88,222,17,18,4,13,18,14,?
0,16,132,58,86,214,15,18,4,13,18,13,?
0,32,156,68,92,238,27,17,3,12,18,17,?
0,29,150,65,90,230,25,17,3,12,18,16,?
0,31,154,67,91,235,26,17,3,12,18,17,?
0,28,148,64,89,227,24,17,3,12,18,16,?
0,29,151,66,90,232,25,17,3,12,18,16,?
0,26,145,63,88,224,23,17,3,12,18,15,?
0,28,149,65,89,229,24,17,3,12,18,16,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,22,118,48,74,180,19,15,3,11,14,13,?
0,30,152,66,90,232,25,17,3,12,18,17,?
0,27,146,63,88,224,23,17,3,12,18,16,?
0,29,150,65,89,229,24,17,3,12,18,17,?
0,26,144,62,87,221,22,17,3,12,18,16,?
0,27,147,64,88,226,23,17,3,12,18,16,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,26,145,63,87,223,22,17,3,12,18,16,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,29,150,65,90,230,25,17,3,12,18,16,?
0,26,144,62,88,222,23,17,3,12,18,15,?
0,28,148,64,89,227,24,17,3,12,18,16,?
0,25,142,61,87,219,22,17,3,12,18,15,?
0,26,145,63,88,224,23,17,3,12,18,15,?
0,23,139,60,86,216,21,17,3,12,18,14,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,22,137,59,85,213,20,17,3,12,18,14,?
0,19,112,45,72,172,17,15,3,11,14,12,?
0,27,146,63,88,224,23,17,3,12,18,16,?
0,24,140,60,86,216,21,17,3,12,18,15,?
0,26,144,62,87,221,22,17,3,12,18,16,?
0,23,138,59,85,213,20,17,3,12,18,15,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,21,135,58,84,210,19,17,3,12,18,14,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,20,133,57,83,207,18,17,3,12,18,14,?
0,31,154,67,91,235,26,17,3,12,18,17,?
0,28,148,64,89,227,24,17,3,12,18,16,?
0,30,152,66,90,232,25,17,3,12,18,17,?
0,27,146,63,88,224,23,17,3,12,18,16,?
0,28,149,65,89,229,24,17,3,12,18,16,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,27,147,64,88,226,23,17,3,12,18,16,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,21,116,47,73,177,18,15,3,11,14,13,?
0,29,150,65,89,229,24,17,3,12,18,17,?
0,26,144,62,87,221,22,17,3,12,18,16,?
0,28,148,64,88,226,23,17,3,12,18,17,?
0,25,142,61,86,218,21,17,3,12,18,16,?
0,26,145,63,87,223,22,17,3,12,18,16,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,25,143,62,86,220,21,17,3,12,18,16,?
0,22,137,59,84,212,19,17,3,12,18,15,?
0,28,148,64,89,227,24,17,3,12,18,16,?
0,25,142,61,87,219,22,17,3,12,18,15,?
0,27,146,63,88,224,23,17,3,12,18,16,?
0,24,140,60,86,216,21,17,3,12,18,15,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,22,137,59,85,213,20,17,3,12,18,14,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,21,135,58,84,210,19,17,3,12,18,14,?
0,18,110,44,71,169,16,15,3,11,14,12,?
0,26,144,62,87,221,22,17,3,12,18,16,?
0,23,138,59,85,213,20,17,3,12,18,15,?
0,25,142,61,86,218,21,17,3,12,18,16,?
0,22,136,58,84,210,19,17,3,12,18,15,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,20,133,57,83,207,18,17,3,12,18,14,?
0,22,137,59,84,212,19,17,3,12,18,15,?
0,19,131,56,82,204,17,17,3,12,18,14,?
0,29,151,66,90,232,25,17,3,12,18,16,?
0,26,145,63,88,224,23,17,3,12,18,15,?
0,28,149,65,89,229,24,17,3,12,18,16,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,26,146,64,88,226,23,17,3,12,18,15,?
0,23,140,61,86,218,21,17,3,12,18,14,?
0,25,144,63,87,223,22,17,3,12,18,15,?
0,22,138,60,85,215,20,17,3,12,18,14,?
0,19,113,46,72,174,17,15,3,11,14,12,?
0,27,147,64,88,226,23,17,3,12,18,16,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,26,145,63,87,223,22,17,3,12,18,16,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,24,142,62,86,220,21,17,3,12,18,15,?
0,21,136,59,84,212,19,17,3,12,18,14,?
0,23,140,61,85,217,20,17,3,12,18,15,?
0,20,134,58,83,209,18,17,3,12,18,14,?
0,26,145,63,88,224,23,17,3,12,18,15,?
0,23,139,60,86,216,21,17,3,12,18,14,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,22,137,59,85,213,20,17,3,12,18,14,?
0,23,140,61,86,218,21,17,3,12,18,14,?
0,20,134,58,84,210,19,17,3,12,18,13,?
0,22,138,60,85,215,20,17,3,12,18,14,?
0,19,132,57,83,207,18,17,3,12,18,13,?
0,16,107,43,70,166,15,15,3,11,14,11,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,21,135,58,84,210,19,17,3,12,18,14,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,20,133,57,83,207,18,17,3,12,18,14,?
0,21,136,59,84,212,19,17,3,12,18,14,?
0,18,130,56,82,204,17,17,3,12,18,13,?
0,20,134,58,83,209,18,17,3,12,18,14,?
0,17,128,55,81,201,16,17,3,12,18,13,?
0,28,149,65,89,229,24,17,3,12,18,16,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,27,147,64,88,226,23,17,3,12,18,16,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,25,144,63,87,223,22,17,3,12,18,15,?
0,22,138,60,85,215,20,17,3,12,18,14,?
0,24,142,62,86,220,21,17,3,12,18,15,?
0,21,136,59,84,212,19,17,3,12,18,14,?
0,18,111,45,71,171,16,15,3,11,14,12,?
0,26,145,63,87,223,22,17,3,12,18,16,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,25,143,62,86,220,21,17,3,12,18,16,?
0,22,137,59,84,212,19,17,3,12,18,15,?
0,23,140,61,85,217,20,17,3,12,18,15,?
0,20,134,58,83,209,18,17,3,12,18,14,?
0,22,138,60,84,214,19,17,3,12,18,15,?
0,19,132,57,82,206,17,17,3,12,18,14,?
0,25,143,62,87,221,22,17,3,12,18,15,?
0,22,137,59,85,213,20,17,3,12,18,14,?
0,24,141,61,86,218,21,17,3,12,18,15,?
0,21,135,58,84,210,19,17,3,12,18,14,?
0,22,138,60,85,215,20,17,3,12,18,14,?
0,19,132,57,83,207,18,17,3,12,18,13,?
0,21,136,59,84,212,19,17,3,12,18,14,?
0,18,130,56,82,204,17,17,3,12,18,13,?
0,15,105,42,69,163,14,15,3,11,14,11,?
0,23,139,60,85,215,20,17,3,12,18,15,?
0,20,133,57,83,207,18,17,3,12,18,14,?
0,22,137,59,84,212,19,17,3,12,18,15,?
0,19,131,56,82,204,17,17,3,12,18,14,?
0,20,134,58,83,209,18,17,3,12,18,14,?
0,17,128,55,81,201,16,17,3,12,18,13,?
0,19,132,57,82,206,17,17,3,12,18,14,?
0,16,126,54,80,198,15,17,3,12,18,13,?
0,32,179,84,115,296,27,22,8,18,18,17,?
0,29,173,81,113,288,25,22,8,18,18,16,?
0,31,177,83,114,293,26,22,8,18,18,17,?
0,28,171,80,112,285,24,22,8,18,18,16,?
0,29,174,82,113,290,25,22,8,18,18,16,?
0,26,168,79,111,282,23,22,8,18,18,15,?
0,28,172,81,112,287,24,22,8,18,18,16,?
0,25,166,78,110,279,22,22,8,18,18,15,?
0,22,141,64,97,238,19,20,8,17,14,13,?
0,30,175,82,113,290,25,22,8,18,18,17,?
0,27,169,79,111,282,23,22,8,18,18,16,?
0,29,173,81,112,287,24,22,8,18,18,17,?
0,26,167,78,110,279,22,22,8,18,18,16,?
0,27,170,80,111,284,23,22,8,18,18,16,?
0,24,164,77,109,276,21,22,8,18,18,15,?
0,26,168,79,110,281,22,22,8,18,18,16,?
0,23,162,76,108,273,20,22,8,18,18,15,?
0,29,173,81,113,288,25,22,8,18,18,16,?
0,26,167,78,111,280,23,22,8,18,18,15,?
0,28,171,80,112,285,24,22,8,18,18,16,?
0,25,165,77,110,277,22,22,8,18,18,15,?
0,26,168,79,111,282,23,22,8,18,18,15,?
0,23,162,76,109,274,21,22,8,18,18,14,?
0,25,166,78,110,279,22,22,8,18,18,15,?
0,22,160,75,108,271,20,22,8,18,18,14,?
0,19,135,61,95,230,17,20,8,17,14,12,?
0,27,169,79,111,282,23,22,8,18,18,16,?
0,24,163,76,109,274,21,22,8,18,18,15,?
0,26,167,78,110,279,22,22,8,18,18,16,?
0,23,161,75,108,271,20,22,8,18,18,15,?
0,24,164,77,109,276,21,22,8,18,18,15,?
0,21,158,74,107,268,19,22,8,18,18,14,?
0,23,162,76,108,273,20,22,8,18,18,15,?
0,20,156,73,106,265,18,22,8,18,18,14,?
0,31,177,83,114,293,26,22,8,18,18,17,?
0,28,171,80,112,285,24,22,8,18,18,16,?
0,30,175,82,113,290,25,22,8,18,18,17,?
0,27,169,79,111,282,23,22,8,18,18,16,?
0,28,172,81,112,287,24,22,8,18,18,16,?
0,25,166,78,110,279,22,22,8,18,18,15,?
0,27,170,80,111,284,23,22,8,18,18,16,?
0,24,164,77,109,276,21,22,8,18,18,15,?
0,21,139,63,96,235,18,20,8,17,14,13,?
0,29,173,81,112,287,24,22,8,18,18,17,?
