@relation training_10.arff

@attribute INVOCATIONS numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute LOCALS numeric
@attribute STATEMENTS numeric
@attribute DEREFERNCES numeric
@attribute THROWS numeric
@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute GOTO numeric
@attribute FIELDS_WRITTEN numeric
@attribute class {hot,cold}

@data
9,2,1,2,34,22,6,0,3,11,3,0,cold
1,2,0,2,17,13,6,0,3,4,3,0,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
10,2,1,2,37,24,6,0,3,12,4,0,cold
2,2,0,2,20,15,6,0,3,5,4,0,cold
9,2,1,2,33,23,6,0,3,11,4,0,cold
1,2,0,2,16,14,6,0,3,4,4,0,cold
10,2,1,2,38,23,6,0,3,12,3,0,cold
2,2,0,2,21,14,6,0,3,5,3,0,cold
9,2,1,2,34,22,6,0,3,11,3,0,cold
1,2,0,2,17,13,6,0,3,4,3,0,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
2,3,1,0,13,10,5,0,1,4,1,1,cold
1,2,0,0,9,7,4,0,1,2,1,0,hot
2,3,1,0,13,10,5,0,1,4,1,1,cold
1,2,0,0,9,7,4,0,1,2,1,0,hot
0,1,0,0,6,6,2,0,1,2,2,0,hot
0,1,0,0,6,5,2,0,1,2,1,0,hot
1,0,0,1,4,4,1,0,1,1,1,0,hot
5,1,0,2,18,12,2,0,3,7,3,0,cold
8,1,0,3,28,19,2,0,5,11,6,0,cold
6,1,0,3,21,15,2,0,4,8,5,0,cold
3,1,0,2,11,8,2,0,2,4,2,0,cold
23,3,3,5,68,41,5,0,5,26,7,0,cold
13,3,2,4,43,27,5,0,4,16,5,0,cold
15,3,2,4,49,30,5,0,4,19,5,0,cold
5,3,1,3,24,16,5,0,3,9,3,0,cold
13,2,2,3,42,26,4,0,3,16,4,0,cold
3,2,1,2,17,12,4,0,2,6,2,0,cold
5,1,0,2,19,14,4,0,2,6,3,0,cold
2,1,0,1,10,8,4,0,1,3,1,0,hot
3,0,0,0,9,7,3,0,0,0,0,0,hot
1,1,0,0,8,5,2,0,0,3,0,0,hot
1,1,0,0,3,4,2,0,0,1,0,1,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
2,1,0,0,10,8,2,0,1,4,2,0,hot
2,1,0,0,10,7,2,0,1,4,1,0,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
2,1,0,0,8,5,2,0,0,3,0,0,hot
2,1,0,0,10,6,2,0,0,4,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
2,0,0,0,4,4,1,0,0,1,0,0,hot
2,0,0,0,4,4,1,0,0,1,0,0,hot
4,14,3,0,25,23,15,0,0,17,0,14,cold
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,2,3,2,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,2,0,0,9,6,4,0,0,3,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,4,0,0,17,11,5,0,1,7,2,1,cold
1,4,0,0,17,10,5,0,1,7,1,1,cold
0,2,0,0,9,5,3,0,0,3,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
3,0,0,0,11,7,1,0,1,4,1,0,hot
7,0,1,0,23,14,1,0,2,9,2,0,cold
7,0,1,0,23,14,1,0,2,9,2,0,cold
2,0,0,2,10,9,2,0,2,3,3,0,hot
2,0,0,2,10,8,2,0,2,3,2,0,hot
9,0,1,2,24,15,2,0,2,9,2,0,cold
2,0,0,2,8,7,2,0,2,2,2,0,hot
3,0,0,1,18,10,1,0,1,7,1,0,cold
1,0,0,1,4,4,1,0,1,1,1,0,hot
1,0,0,1,4,4,1,0,1,1,1,0,hot
5,1,0,2,18,12,2,0,3,7,3,0,cold
8,1,0,3,28,19,2,0,5,11,6,0,cold
6,1,0,3,21,15,2,0,4,8,5,0,cold
3,1,0,2,11,8,2,0,2,4,2,0,cold
27,3,3,5,78,45,5,0,5,30,7,0,cold
13,3,2,4,43,27,5,0,4,16,5,0,cold
19,3,2,4,59,34,5,0,4,23,5,0,cold
5,3,1,3,24,16,5,0,3,9,3,0,cold
17,2,2,3,52,30,4,0,3,20,4,0,cold
3,2,1,2,17,12,4,0,2,6,2,0,cold
1,2,0,0,4,5,3,0,0,2,0,2,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
4,2,1,0,26,19,3,0,2,11,3,1,cold
2,1,1,0,10,10,2,0,1,5,1,1,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
2,1,0,1,15,9,3,0,1,5,1,0,cold
1,1,0,1,10,7,3,0,1,3,1,0,hot
11,0,1,0,29,19,1,0,2,11,3,0,cold
3,0,0,0,8,7,1,0,1,3,1,0,hot
1,0,0,0,1,3,1,0,0,0,0,0,hot
10,1,2,0,23,17,1,0,1,11,1,1,cold
5,0,1,0,14,12,0,0,1,6,2,0,cold
6,1,1,0,15,11,2,0,0,7,0,1,hot
0,1,0,0,0,2,1,0,0,1,0,1,hot
1,2,0,0,8,7,5,0,0,2,0,2,hot
3,2,0,0,22,12,6,0,0,7,0,0,hot
1,1,1,0,5,5,2,0,0,2,0,1,hot
6,1,1,0,18,11,3,0,0,7,0,0,hot
2,1,0,0,27,16,4,0,2,9,4,0,hot
0,0,0,0,8,7,2,0,1,2,2,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
1,0,1,0,44,23,7,0,2,15,3,0,cold
1,0,1,0,17,11,3,0,1,5,1,0,cold
12,0,4,2,49,32,2,0,4,17,5,0,cold
11,0,4,1,44,29,2,0,3,15,4,0,cold
7,0,4,1,29,21,2,0,2,11,2,0,cold
6,0,4,0,24,18,2,0,1,9,1,0,cold
9,1,1,0,31,20,4,0,2,11,3,0,cold
1,0,0,0,6,6,2,0,1,1,1,0,hot
13,19,1,0,64,38,22,0,0,25,1,6,cold
2,0,0,0,6,6,1,0,0,2,1,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
3,1,1,0,13,8,3,0,0,4,0,0,hot
2,1,1,0,11,7,3,0,0,3,0,0,hot
9,1,2,0,28,18,4,0,1,10,2,0,cold
8,1,2,0,26,16,4,0,1,9,1,0,cold
5,0,1,0,17,12,3,0,0,4,1,0,cold
1,0,0,0,5,4,1,0,0,1,0,0,hot
2,0,0,0,5,6,1,0,1,1,2,0,hot
4,0,0,0,22,15,2,0,3,7,4,0,hot
3,0,0,0,12,9,1,0,2,4,2,0,hot
6,5,2,0,23,15,6,0,0,10,0,3,cold
2,2,0,0,16,11,4,0,1,6,2,0,cold
2,2,0,0,16,10,4,0,1,6,1,0,cold
1,0,1,0,3,3,0,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,2,0,0,9,7,5,0,0,2,0,2,hot
1,0,1,0,5,4,1,0,0,1,0,0,hot
1,1,0,0,3,4,2,0,0,1,0,1,hot
1,0,1,0,3,3,0,0,0,1,0,0,hot
0,2,0,0,12,9,4,0,1,4,2,0,cold
0,2,0,0,12,8,4,0,1,4,1,0,cold
1,1,0,0,6,5,3,0,0,1,0,0,hot
7,2,1,1,21,15,3,0,1,9,2,0,cold
1,2,0,1,9,8,3,0,1,4,2,0,cold
2,0,1,0,10,6,1,1,0,3,0,0,hot
2,2,0,0,7,7,3,0,0,2,1,0,hot
1,0,1,0,7,5,1,1,0,2,0,0,hot
12,1,2,1,37,24,8,0,1,15,1,0,cold
5,1,1,1,23,16,8,0,1,9,1,0,cold
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
31,7,6,1,120,68,20,0,4,46,6,0,cold
39,7,7,1,119,71,15,0,4,47,5,0,cold
29,7,6,1,117,66,20,0,4,45,6,0,cold
37,7,7,1,116,69,15,0,4,46,5,0,cold
1,0,1,0,9,8,2,0,1,3,1,0,hot
0,1,0,0,5,4,3,0,0,2,0,0,hot
2,1,0,0,9,6,3,0,0,4,0,0,hot
3,2,0,1,15,10,5,0,1,7,1,0,cold
2,1,0,1,9,7,3,0,1,4,1,0,hot
3,2,0,1,15,10,5,0,1,7,1,0,cold
2,1,0,1,9,7,3,0,1,4,1,0,hot
3,2,0,1,15,10,5,0,1,7,1,0,cold
2,1,0,1,9,7,3,0,1,4,1,0,hot
1,3,2,0,22,23,19,0,0,22,0,3,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
4,4,0,0,8,9,4,0,0,4,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
2,2,1,0,7,7,3,0,0,3,0,2,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
1,1,0,0,4,4,2,0,0,1,0,0,hot
1,1,0,0,3,4,2,0,0,1,0,0,hot
3,3,1,0,7,8,3,0,0,4,0,1,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
0,0,0,0,5,6,5,0,0,0,0,0,hot
15,1,1,0,37,20,3,0,0,15,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
2,0,1,0,7,6,1,0,0,2,0,0,hot
0,0,0,0,20,11,4,0,0,6,0,0,hot
8,0,4,0,96,48,9,0,5,31,7,0,cold
8,0,4,0,83,42,8,0,4,27,5,0,cold
8,0,4,0,95,47,9,0,5,30,7,0,cold
8,0,4,0,82,41,8,0,4,26,5,0,cold
8,0,4,0,60,30,6,0,1,19,1,0,cold
2,2,1,0,14,10,3,0,0,6,0,0,hot
2,2,0,2,6,7,2,0,2,3,2,0,hot
3,3,0,2,8,9,3,0,2,4,2,0,cold
0,2,0,2,4,5,2,0,2,2,2,0,hot
1,3,0,2,6,7,3,0,2,3,2,0,hot
1,2,0,0,4,5,3,0,0,2,0,2,hot
1,1,0,0,5,4,2,0,0,2,0,1,hot
0,1,0,0,4,4,2,0,1,1,1,0,hot
2,3,0,2,10,10,4,0,3,4,3,0,cold
3,4,0,2,12,12,5,0,3,5,3,0,cold
0,3,0,2,8,8,4,0,3,3,3,0,hot
1,4,0,2,10,10,5,0,3,4,3,0,cold
0,1,0,0,4,4,2,0,1,1,1,0,hot
2,3,0,2,10,10,4,0,3,4,3,0,cold
4,6,0,2,17,15,7,0,3,8,3,1,cold
0,3,0,2,8,8,4,0,3,3,3,0,hot
2,6,0,2,15,13,7,0,3,7,3,1,cold
0,0,0,0,2,3,2,0,0,0,0,0,hot
0,4,0,0,0,5,4,0,0,4,0,4,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,5,0,0,18,12,7,0,0,8,0,4,hot
0,1,0,0,3,3,2,0,0,1,0,0,hot
0,1,0,0,6,4,2,0,0,2,0,0,hot
0,1,0,0,6,4,2,0,0,2,0,0,hot
0,3,0,0,4,5,3,0,0,4,0,2,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
2,1,0,0,8,5,2,0,0,3,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,1,0,0,1,3,1,0,0,1,0,0,hot
1,1,1,0,3,4,1,0,0,2,0,1,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
6,3,3,0,23,19,4,0,2,9,3,2,cold
4,2,2,0,14,12,3,0,1,6,1,2,cold
1,0,1,0,3,3,0,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,2,0,1,10,7,4,0,1,3,1,0,hot
1,4,0,1,20,11,6,0,1,7,1,0,cold
1,0,0,0,6,5,3,0,0,0,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
3,1,0,0,14,9,4,0,0,4,0,0,hot
6,0,2,0,19,11,1,1,0,7,0,0,hot
3,1,0,0,14,9,4,0,0,4,0,0,hot
6,0,2,0,19,11,1,1,0,7,0,0,hot
22,0,2,1,59,32,3,0,1,22,2,0,cold
22,0,2,1,59,31,3,0,1,22,1,0,cold
26,0,3,1,98,51,3,0,3,37,5,0,cold
25,0,3,1,93,48,3,0,3,35,4,0,cold
21,0,3,0,65,37,3,0,1,28,1,0,cold
5,5,0,0,16,12,6,0,0,5,0,0,hot
9,4,0,0,18,15,4,0,0,10,1,2,cold
5,0,2,0,16,10,1,1,0,6,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
3,2,1,0,15,9,3,0,0,5,0,0,cold
0,3,0,0,13,8,6,0,0,5,0,1,hot
0,3,0,0,24,15,8,0,2,8,3,1,cold
0,0,0,0,6,6,3,0,1,1,1,0,hot
1,1,0,0,3,4,2,0,0,1,0,1,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,2,0,0,13,8,4,0,0,5,0,1,hot
0,2,0,0,27,16,5,0,2,10,3,1,cold
0,0,0,0,7,6,2,0,1,2,1,0,hot
0,2,0,0,32,18,7,0,2,10,3,1,cold
0,0,0,0,11,8,4,0,1,2,1,0,hot
0,1,0,0,2,3,2,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
5,0,1,0,13,8,1,0,0,5,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
5,2,0,1,18,13,4,0,2,5,3,0,cold
4,2,0,1,17,11,4,0,2,5,2,0,cold
5,2,0,1,18,11,4,0,1,5,1,0,cold
6,1,1,0,15,10,2,0,0,6,0,0,hot
6,1,1,0,16,11,3,0,0,6,0,0,hot
1,1,1,0,5,5,2,0,0,2,0,1,hot
0,1,0,0,8,5,4,0,0,2,0,0,hot
0,1,0,0,8,6,5,0,0,2,0,0,hot
0,1,0,0,16,11,4,0,2,5,3,0,hot
0,0,0,0,5,5,2,0,1,1,1,0,hot
19,28,4,2,113,70,33,0,4,52,5,13,cold
19,28,4,2,113,69,33,0,4,52,4,13,cold
11,26,3,2,93,59,31,0,4,43,5,13,cold
11,26,3,2,93,58,31,0,4,43,4,13,cold
18,27,4,2,111,68,32,0,4,51,5,13,cold
18,27,4,2,111,67,32,0,4,51,4,13,cold
10,25,3,2,91,57,30,0,4,42,5,13,cold
10,25,3,2,91,56,30,0,4,42,4,13,cold
18,26,4,1,100,63,30,0,3,46,4,13,cold
18,26,4,1,100,62,30,0,3,46,3,13,cold
10,24,3,1,80,52,28,0,3,37,4,13,cold
10,24,3,1,80,51,28,0,3,37,3,13,cold
1,2,0,0,10,8,6,0,0,2,0,2,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
2,0,1,0,8,6,2,0,0,1,0,0,hot
3,3,3,0,9,10,3,0,0,6,0,3,cold
1,1,0,0,9,7,5,0,0,1,0,1,hot
3,2,0,1,22,13,7,0,1,6,1,0,cold
12,2,2,3,50,28,7,0,3,14,4,0,cold
8,2,1,2,37,20,7,0,2,10,2,0,cold
23,1,3,2,64,36,5,0,2,25,3,0,cold
17,0,2,1,45,25,4,0,1,17,1,0,cold
1,0,0,1,13,8,3,0,1,3,1,0,hot
1,0,0,1,11,7,3,0,1,2,1,0,hot
1,0,0,0,7,6,1,0,1,2,2,0,hot
2,0,0,0,8,5,1,0,1,2,1,0,hot
2,2,0,1,14,9,4,0,1,5,1,0,cold
3,2,0,1,15,9,4,0,1,4,1,0,cold
9,2,1,4,38,26,4,0,4,14,7,0,cold
11,2,2,4,47,29,4,0,4,16,6,0,cold
4,0,1,2,20,14,2,0,2,7,3,0,cold
8,2,1,4,33,23,4,0,4,12,6,0,cold
10,2,2,4,42,26,4,0,4,14,5,0,cold
3,0,1,2,15,11,2,0,2,5,2,0,cold
8,0,2,0,29,17,5,0,0,9,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,5,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
3,3,3,0,9,10,3,0,0,6,0,3,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
2,2,0,0,4,5,2,0,0,2,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
1,1,0,0,6,7,1,0,2,2,3,0,hot
0,1,0,0,2,3,1,0,1,1,1,0,hot
1,0,0,0,0,2,0,0,0,0,0,0,hot
1,0,0,0,1,3,1,0,0,0,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
1,0,0,0,0,2,0,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,2,0,0,6,6,4,0,0,2,0,2,hot
1,3,0,0,9,8,6,0,0,3,0,3,hot
2,1,0,0,4,5,2,0,0,1,0,0,hot
1,0,1,0,3,3,0,0,0,1,0,0,hot
1,0,0,0,6,4,2,0,0,1,0,0,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
2,4,0,0,21,12,6,0,0,8,0,0,hot
2,4,0,0,35,20,7,0,2,13,3,0,cold
0,0,0,0,7,6,2,0,1,2,1,0,hot
2,4,0,0,40,22,9,0,2,13,3,0,cold
0,0,0,0,11,8,4,0,1,2,1,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
1,1,0,0,6,7,1,0,2,2,3,0,hot
0,1,0,0,2,3,1,0,1,1,1,0,hot
1,0,0,0,0,2,0,0,0,0,0,0,hot
1,0,0,0,1,3,1,0,0,0,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
1,0,0,0,0,2,0,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
10,5,1,0,32,20,8,0,0,14,0,5,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
1,0,0,0,2,4,1,0,0,0,1,0,hot
1,1,0,0,6,5,2,0,0,2,0,0,hot
0,2,0,0,7,6,5,0,0,2,0,2,hot
0,1,0,0,0,2,1,0,0,1,0,1,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
51,0,0,0,52,53,1,0,0,0,0,0,hot
12,1,4,3,36,26,2,0,3,13,5,0,cold
10,1,4,2,31,22,2,0,2,12,3,0,cold
7,1,2,1,20,14,2,0,1,8,1,0,cold
1,0,0,0,4,5,1,0,0,1,1,0,hot
1,0,0,0,4,5,1,0,0,1,1,0,hot
4,4,4,0,37,27,8,0,4,16,6,2,cold
3,3,3,0,24,19,5,0,3,11,4,2,cold
3,2,2,0,13,11,3,0,1,6,1,2,cold
1,0,1,0,3,3,0,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
8,4,1,0,42,24,6,0,2,19,3,0,cold
0,1,0,0,8,6,1,0,1,4,1,0,hot
2,1,0,0,5,5,2,0,0,2,0,0,hot
0,1,1,0,5,6,4,0,0,5,0,1,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
4,0,1,0,11,8,2,0,0,3,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,2,0,0,0,3,2,0,0,2,0,2,hot
1,1,1,0,5,5,2,0,0,2,0,1,hot
0,1,0,0,12,7,4,0,0,4,0,0,hot
0,1,0,0,10,7,5,0,0,3,0,0,hot
0,1,0,0,13,10,4,0,2,4,3,0,hot
0,0,0,0,5,5,2,0,1,1,1,0,hot
4,1,2,0,33,19,4,0,2,14,3,0,cold
0,0,1,0,8,6,1,0,1,4,1,0,hot
3,3,0,0,10,9,5,0,0,4,0,3,hot
10,0,2,2,32,26,7,0,3,9,4,0,cold
9,0,2,2,30,25,7,0,3,9,4,0,cold
5,0,1,1,21,17,5,0,2,6,3,0,cold
10,0,2,2,32,25,7,0,3,9,3,0,cold
9,0,2,2,30,24,7,0,3,9,3,0,cold
5,0,1,1,21,16,5,0,2,6,2,0,cold
1,0,0,0,5,5,3,0,0,0,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
6,0,1,0,19,12,4,0,0,5,0,0,hot
9,1,1,0,30,27,11,0,2,13,3,0,cold
8,0,1,0,21,21,9,0,1,10,1,0,cold
6,0,1,0,15,10,2,0,0,5,0,0,hot
8,0,1,0,21,13,3,0,0,7,0,0,hot
14,0,2,0,31,20,3,0,0,10,0,0,hot
1,0,0,0,12,8,6,0,0,0,0,0,hot
5,0,0,0,16,12,6,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
6,0,1,0,29,18,3,0,2,10,3,0,cold
0,0,0,0,7,6,2,0,1,2,1,0,hot
22,0,1,2,52,36,6,0,2,16,3,0,cold
16,0,1,1,33,26,6,0,1,9,1,0,cold
55,2,7,1,119,78,14,0,1,34,1,0,cold
48,1,6,1,104,69,13,0,1,28,1,0,cold
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,1,5,7,2,0,1,0,2,0,hot
2,0,0,1,5,6,2,0,1,0,1,0,hot
2,0,0,1,5,7,2,0,1,0,2,0,hot
2,0,0,1,5,6,2,0,1,0,1,0,hot
7,0,1,1,18,14,3,0,1,5,2,0,cold
2,0,0,1,6,7,3,0,1,0,1,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
3,0,0,0,4,5,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
2,0,0,1,5,6,2,0,1,0,1,0,hot
1,0,0,1,4,5,2,0,1,0,1,0,hot
0,4,0,0,14,8,6,0,0,6,0,2,hot
0,4,0,0,14,8,6,0,0,6,0,2,hot
5,2,1,0,18,11,4,0,0,6,0,0,cold
10,7,0,1,43,27,10,0,2,14,4,0,cold
8,4,0,1,34,21,7,0,2,10,3,0,cold
10,8,0,1,44,26,11,0,2,14,3,0,cold
8,5,0,1,35,20,8,0,2,10,2,0,cold
9,1,2,2,51,30,6,0,4,17,5,0,cold
8,1,2,2,50,29,6,0,4,17,5,0,cold
2,0,1,1,24,16,3,0,3,8,4,0,cold
2,0,1,0,14,10,2,0,1,5,1,0,hot
8,0,1,2,32,21,2,0,4,10,5,0,cold
7,0,1,2,31,20,2,0,4,10,5,0,cold
3,0,1,1,15,11,2,0,2,5,2,0,cold
0,0,0,1,3,4,2,0,1,0,1,0,hot
2,0,0,0,7,5,2,0,0,1,0,0,hot
10,0,0,0,11,12,1,0,0,0,0,0,hot
4,0,0,0,5,6,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,1,0,0,0,2,1,0,0,1,0,1,hot
1,12,0,0,39,22,14,0,0,18,0,6,hot
0,1,0,0,3,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
10,4,1,0,33,17,5,0,0,14,0,0,cold
0,4,0,0,4,6,4,0,0,5,0,3,hot
1,2,0,0,4,5,3,0,0,2,0,2,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
1,0,0,0,3,3,1,0,0,1,0,0,hot
1,0,0,0,3,3,1,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
2,3,1,0,13,10,5,0,1,4,1,1,cold
1,2,0,0,9,7,4,0,1,2,1,0,hot
0,1,0,1,6,6,2,0,1,2,2,0,hot
0,1,0,1,6,5,2,0,1,2,1,0,hot
8,1,0,3,32,19,4,0,3,8,4,0,cold
5,1,0,2,19,12,4,0,2,4,2,0,cold
1,0,0,1,6,6,3,0,1,1,1,0,hot
10,0,1,1,32,20,7,0,1,9,1,0,cold
0,0,0,1,8,9,7,0,1,0,1,0,hot
2,0,0,0,16,10,7,0,0,1,0,0,hot
2,0,0,0,16,10,7,0,0,1,0,0,hot
2,0,0,0,16,10,7,0,0,1,0,0,hot
2,0,0,0,17,10,7,0,0,1,0,0,hot
13,0,1,0,35,20,5,0,0,12,0,0,hot
8,0,1,0,22,14,4,0,0,7,0,0,hot
8,0,1,1,26,18,5,0,1,8,2,0,cold
8,0,1,1,26,17,5,0,1,8,1,0,cold
8,0,1,0,22,14,4,0,0,7,0,0,hot
4,0,1,0,32,20,3,0,3,10,4,0,cold
3,0,1,0,31,19,3,0,3,10,4,0,cold
2,0,1,0,14,10,2,0,1,5,1,0,hot
1,0,0,0,3,4,2,0,0,0,0,0,hot
0,0,0,0,4,5,1,0,1,1,2,0,hot
0,0,0,0,5,6,1,0,2,1,3,0,hot
0,0,0,0,5,5,1,0,2,1,2,0,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
4,0,1,0,13,8,1,0,0,5,0,0,hot
3,0,1,0,16,12,1,0,2,5,3,0,cold
2,0,1,0,11,8,1,0,1,4,1,0,hot
3,3,1,0,7,8,3,0,0,4,0,1,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
34,10,3,0,119,69,16,0,4,53,6,0,cold
2,1,0,0,13,13,3,0,3,5,4,0,hot
2,0,0,0,6,7,2,0,1,2,1,0,hot
3,0,0,0,10,7,2,0,0,3,0,0,hot
8,13,6,0,52,35,15,0,2,28,3,4,cold
